region,country,year,series,value,footnotes,source,pop,lifeExp,gdpPercap
152,Chile,1975,Emissions (thousand metric tons of carbon dioxide),17111.657,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,1985,Emissions (thousand metric tons of carbon dioxide),19631.224,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,1995,Emissions (thousand metric tons of carbon dioxide),37075.351,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2005,Emissions (thousand metric tons of carbon dioxide),54434.634,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2010,Emissions (thousand metric tons of carbon dioxide),68604.765,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2015,Emissions (thousand metric tons of carbon dioxide),81092.176,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2016,Emissions (thousand metric tons of carbon dioxide),85245.52,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2017,Emissions (thousand metric tons of carbon dioxide),86087.14,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,1975,Emissions per capita (metric tons of carbon dioxide),1.643,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,1985,Emissions per capita (metric tons of carbon dioxide),1.622,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,1995,Emissions per capita (metric tons of carbon dioxide),2.576,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2005,Emissions per capita (metric tons of carbon dioxide),3.343,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2010,Emissions per capita (metric tons of carbon dioxide),4.014,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2015,Emissions per capita (metric tons of carbon dioxide),4.494,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2016,Emissions per capita (metric tons of carbon dioxide),4.664,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
152,Chile,2017,Emissions per capita (metric tons of carbon dioxide),4.648,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",16284741,78.553,13171.63885
156,China,1975,Emissions (thousand metric tons of carbon dioxide),1029319.44,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,1985,Emissions (thousand metric tons of carbon dioxide),1626027.131,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,1995,Emissions (thousand metric tons of carbon dioxide),2900265.046,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2005,Emissions (thousand metric tons of carbon dioxide),5407518.03,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2010,Emissions (thousand metric tons of carbon dioxide),7832716.615,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2015,Emissions (thousand metric tons of carbon dioxide),9101375.985,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2016,Emissions (thousand metric tons of carbon dioxide),9064428.642,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2017,Emissions (thousand metric tons of carbon dioxide),9257933.9,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,1975,Emissions per capita (metric tons of carbon dioxide),1.123,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,1985,Emissions per capita (metric tons of carbon dioxide),1.547,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,1995,Emissions per capita (metric tons of carbon dioxide),2.407,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2005,Emissions per capita (metric tons of carbon dioxide),4.148,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2010,Emissions per capita (metric tons of carbon dioxide),5.855,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2015,Emissions per capita (metric tons of carbon dioxide),6.637,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2016,Emissions per capita (metric tons of carbon dioxide),6.575,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
156,China,2017,Emissions per capita (metric tons of carbon dioxide),6.678,"For statistical purposes, the data for China do not include those for the Hong Kong Special Administrative Region (Hong Kong SAR), Macao Special Administrative Region (Macao SAR) and Taiwan Province of China.","International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",1318683096,72.961,4959.114854
170,Colombia,1975,Emissions (thousand metric tons of carbon dioxide),28297.258,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,1985,Emissions (thousand metric tons of carbon dioxide),39473.328,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,1995,Emissions (thousand metric tons of carbon dioxide),54457.808,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2005,Emissions (thousand metric tons of carbon dioxide),53585.3,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2010,Emissions (thousand metric tons of carbon dioxide),60224.103,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2015,Emissions (thousand metric tons of carbon dioxide),77609.792,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2016,Emissions (thousand metric tons of carbon dioxide),87720.859,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2017,Emissions (thousand metric tons of carbon dioxide),75291.911,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,1975,Emissions per capita (metric tons of carbon dioxide),1.143,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,1985,Emissions per capita (metric tons of carbon dioxide),1.273,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,1995,Emissions per capita (metric tons of carbon dioxide),1.454,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2005,Emissions per capita (metric tons of carbon dioxide),1.238,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2010,Emissions per capita (metric tons of carbon dioxide),1.312,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2015,Emissions per capita (metric tons of carbon dioxide),1.609,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2016,Emissions per capita (metric tons of carbon dioxide),1.803,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
170,Colombia,2017,Emissions per capita (metric tons of carbon dioxide),1.535,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",44227550,72.889,7006.580419
188,Costa Rica,1975,Emissions (thousand metric tons of carbon dioxide),1738.003,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,1985,Emissions (thousand metric tons of carbon dioxide),1948.536,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,1995,Emissions (thousand metric tons of carbon dioxide),4438.795,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2005,Emissions (thousand metric tons of carbon dioxide),5463.059,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2010,Emissions (thousand metric tons of carbon dioxide),6622.054,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2015,Emissions (thousand metric tons of carbon dioxide),6940.23,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2016,Emissions (thousand metric tons of carbon dioxide),7488.019,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2017,Emissions (thousand metric tons of carbon dioxide),7584.411,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,1975,Emissions per capita (metric tons of carbon dioxide),0.829,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,1985,Emissions per capita (metric tons of carbon dioxide),0.714,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,1995,Emissions per capita (metric tons of carbon dioxide),1.264,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2005,Emissions per capita (metric tons of carbon dioxide),1.286,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2010,Emissions per capita (metric tons of carbon dioxide),1.457,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2015,Emissions per capita (metric tons of carbon dioxide),1.443,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2016,Emissions per capita (metric tons of carbon dioxide),1.542,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
188,Costa Rica,2017,Emissions per capita (metric tons of carbon dioxide),1.546,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4133884,78.782,9645.06142
191,Croatia,1995,Emissions (thousand metric tons of carbon dioxide),14774.177,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2005,Emissions (thousand metric tons of carbon dioxide),19917.214,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2010,Emissions (thousand metric tons of carbon dioxide),18248.777,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2015,Emissions (thousand metric tons of carbon dioxide),15512.642,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2016,Emissions (thousand metric tons of carbon dioxide),15858.564,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2017,Emissions (thousand metric tons of carbon dioxide),16193.172,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,1995,Emissions per capita (metric tons of carbon dioxide),3.164,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2005,Emissions per capita (metric tons of carbon dioxide),4.484,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2010,Emissions per capita (metric tons of carbon dioxide),4.131,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2015,Emissions per capita (metric tons of carbon dioxide),3.69,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2016,Emissions per capita (metric tons of carbon dioxide),3.799,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
191,Croatia,2017,Emissions per capita (metric tons of carbon dioxide),3.925,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",4493312,75.748,14619.22272
192,Cuba,1975,Emissions (thousand metric tons of carbon dioxide),24184.624,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,1985,Emissions (thousand metric tons of carbon dioxide),32178.767,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,1995,Emissions (thousand metric tons of carbon dioxide),22448.802,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2005,Emissions (thousand metric tons of carbon dioxide),25051.431,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2010,Emissions (thousand metric tons of carbon dioxide),29508.746,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2015,Emissions (thousand metric tons of carbon dioxide),26841.68,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2016,Emissions (thousand metric tons of carbon dioxide),27791.025,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2017,Emissions (thousand metric tons of carbon dioxide),26215.665,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,1975,Emissions per capita (metric tons of carbon dioxide),2.562,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,1985,Emissions per capita (metric tons of carbon dioxide),3.191,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,1995,Emissions per capita (metric tons of carbon dioxide),2.058,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2005,Emissions per capita (metric tons of carbon dioxide),2.22,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2010,Emissions per capita (metric tons of carbon dioxide),2.604,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2015,Emissions per capita (metric tons of carbon dioxide),2.342,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2016,Emissions per capita (metric tons of carbon dioxide),2.422,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
192,Cuba,2017,Emissions per capita (metric tons of carbon dioxide),2.283,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",11416987,78.273,8948.102923
208,Denmark,1975,Emissions (thousand metric tons of carbon dioxide),52645.648,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,1985,Emissions (thousand metric tons of carbon dioxide),61031.807,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,1995,Emissions (thousand metric tons of carbon dioxide),58385.219,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2005,Emissions (thousand metric tons of carbon dioxide),48494.944,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2010,Emissions (thousand metric tons of carbon dioxide),47254.487,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2015,Emissions (thousand metric tons of carbon dioxide),31948.409,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2016,Emissions (thousand metric tons of carbon dioxide),33486.945,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2017,Emissions (thousand metric tons of carbon dioxide),31263.57,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,1975,Emissions per capita (metric tons of carbon dioxide),10.404,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,1985,Emissions per capita (metric tons of carbon dioxide),11.937,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,1995,Emissions per capita (metric tons of carbon dioxide),11.164,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2005,Emissions per capita (metric tons of carbon dioxide),8.949,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2010,Emissions per capita (metric tons of carbon dioxide),8.519,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2015,Emissions per capita (metric tons of carbon dioxide),5.623,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2016,Emissions per capita (metric tons of carbon dioxide),5.845,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
208,Denmark,2017,Emissions per capita (metric tons of carbon dioxide),5.421,Excluding the Faroe Islands and Greenland.,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",5468120,78.332,35278.41874
214,Dominican Republic,1975,Emissions (thousand metric tons of carbon dioxide),5213.329,NA,"International Energy Agency, IEA World Energy Balances 2019 and 2006 IPCC Guidelines for Greenhouse Gas Inventories, last accessed June 2020.",9319622,72.235,6025.374752
